County, Sex, Xiang, D001, D002, D003, D004, D005, D006, D007, D008, D009, D010, D011, D012, D013, D014, D015, D016, D017, D018, D019, D020, D021, D022, D023, D024, D025, D026, D027, D028, D029, D030, D031, D032, D033, D034, D035, D036, D037, D038, D039, D040, D041, D042, D043, D044, D045, D046, D047, D048, D049, D050, D051, D052, D053, D054, D055, D056, D057, D058, D059, D060, D061, D062, D063, D064, D065, D066, D067, D068, D069, D070, D071, D072, D073, D074, D075, D076, D077, D078, D079, D080, D081, D082, D083, D084, D085, D086, D087, D088, D089, D090, D091, D092, D093, D094, D095, D096, D097, D098, D099, D100, D101, D102, D103, D104, D105, D106, D107, D108, D109, D110, D111, D112, D113, D114, D115, D116, D117, D118, D119, D120, D121, D122, D123, D124, D125, D126, D127, D128, D129, D130, D131, D132, D133, D134, D135, D136, D137, D138, D139, D140, D141, D142, D143, D144, D145, D146, D147, D148, D149, D150, D151, D152, D153, D154, D155, D156, D157, D158, D159, D160, D161, G001, G002, G003, G004, G005, 
AB,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
AB,M,3,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
AB,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
AB,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
AB,F,3,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
AB,T,1,2633  ,64.8  ,64.7  ,440   ,21.9  ,10.0  ,  1.9 ,  8.1 ,66.9  ,321.8 ,1170  ,1492  ,45.1  ,136.3 ,1.2   , 0.8  ,13.2  , 727  ,31.6  ,2.32  ,1358  ,315   , 7.8  ,12.56 ,6.12  , 34.8 ,11.09 ,1014  ,155.0 ,1169  , 86.7 , 13.3 ,52.5  ,12.3  , 80.8 , 19.2 ,530.7 ,  4.2 ,  0.0 ,  10.1, 59.1 , 39.0 ,242.3 , 38.8 ,  0.5 , 1.2  ,  0.0 ,10.5  , 37.3 , 33.5 ,  3.9 ,103.3 , 3.9  ,31.2  , 35.1 , 6.2  ,16.4  ,23.5  , 7.1  , 0.0  , 4.2  , 6.5  , 3.38 , 4.68 , 5.70 , 1.25 ,11.08 , 2.89 , 1.41 , 2.68 , 4.94 , 3.11 , 1.29 ,2.53  , 3.16 , 2.75 , 2.94 , 2.36 , 1.05 , 2.47 , 3.42 ,21.13 ,26.46 ,15.84 ,153.1 ,0.66  , 32.3 , 41.5 , 24.1 ,1.92  ,0.95  ,3.17  ,23.18 ,19.99 ,  5.1 , 36.3 , 30.5 , 0.65 ,  0.6 , 15.9 , 1.66 , 85.1 , 0.69 , 0.36 ,  2.5 ,  7.2 , 1.02 ,10.82 ,1.12  , 77.2 , 16.6 , 16.0 , 4.08 ,19.63 ,23.11 , 3.13 ,49.45 ,199.0 ,119.8 , 33.8 , 1.60 , 53.4 , 16.1 ,202.6 , 250  ,  6.0 , 7.56 , 6.26 , 19.5 ,0.001 ,0.001 ,0.023 ,0.003 ,0.125 ,0.001 ,0.538 ,0.004 ,0.014 ,0.002 ,16.52 , 1.72 ,0.111 ,0.025 ,0.025 , 6.12 ,29.97 ,36.14 , 5.01 ,0.071 ,0.312 ,0.182 ,0.050 ,0.0027,0.082 ,0.032 ,0.327 ,0.397 ,0.013 ,0.013 ,0.014 ,0.043 ,.     ,.     ,.     ,.     ,.     ,
AB,T,2,2788  ,65.1  ,67.2  ,479   ,20.9  , 9.7  ,  1.9 ,  7.8 ,68.8  , 94.7 ,1120  ,1215  ,38.3  ,139.5 ,1.4   , 0.8  ,12.9  , 630  ,26.6  ,2.32  ,1317  ,291   , 7.9  ,10.19 ,5.12  , 32.2 ,11.20 ,1037  ,138.1 ,1175  , 88.2 , 11.8 ,53.8  ,13.4  , 80.2 , 19.8 ,584.4 , 13.6 ,  0.0 ,   8.7, 24.5 , 32.4 ,264.6 , 28.2 ,  0.0 , 5.8  ,  0.0 ,12.2  , 60.6 , 42.9 , 17.6 , 63.1 , 2.3  ,30.0  , 32.4 , 7.0  ,12.9  ,19.1  , 6.6  , 0.0  , 3.6  , 2.5  , 3.40 , 4.65 , 5.43 , 1.27 ,12.33 , 2.82 , 1.44 , 2.55 , 4.89 , 2.99 , 1.32 ,2.59  , 3.11 , 2.83 , 2.95 , 2.33 , 1.07 , 2.42 , 3.42 ,22.12 ,24.79 ,16.49 ,140.1 ,0.64  , 32.4 , 41.5 , 23.7 ,1.93  ,0.91  ,3.00  ,21.62 ,20.85 ,  5.2 , 36.1 , 30.5 , 0.65 ,  0.7 , 21.7 , 2.61 ,113.7 , 0.65 , 0.43 ,  9.6 , 12.6 , 1.35 ,11.22 ,1.25  ,108.5 ,  9.1 , 10.6 , 4.22 ,20.52 ,21.54 , 2.98 ,38.56 ,219.0 , 92.5 , 47.3 , 1.43 , 64.0 , 10.9 ,196.9 , 234  , 13.1 ,13.33 , 1.93 ,  5.5 ,0.001 ,0.001 ,0.024 ,0.005 ,0.136 ,0.001 ,0.560 ,0.017 ,0.024 ,0.003 ,16.42 , 1.89 ,0.122 ,0.015 ,0.017 , 5.77 ,29.91 ,35.97 , 5.20 ,0.061 ,0.346 ,0.128 ,0.056 ,0.0035,0.088 ,0.027 ,0.337 ,0.413 ,0.024 ,0.026 ,0.005 ,0.014 ,.     ,.     ,.     ,.     ,.     ,
AB,T,3,2711  ,65.0  ,66.0  ,460   ,21.4  , 9.8  ,  1.9 ,  8.0 ,67.9  ,208.3 ,1145  ,1354  ,41.7  ,137.9 ,1.3   , 0.8  ,13.1  , 679  ,29.1  ,2.32  ,1338  ,303   , 7.9  ,11.38 ,5.62  , 33.5 ,11.14 ,1026  ,146.6 ,1172  , 87.5 , 12.6 ,53.1  ,12.9  , 80.5 , 19.5 ,557.6 ,  8.9 ,  0.0 ,   9.4, 41.8 , 35.7 ,253.5 , 33.5 ,  0.3 , 3.5  ,  0.0 ,11.3  , 49.0 , 38.2 , 10.8 , 83.2 , 3.1  ,30.6  , 33.8 , 6.6  ,14.7  ,21.3  , 6.8  , 0.0  , 3.9  , 4.5  , 3.39 , 4.67 , 5.57 , 1.26 ,11.71 , 2.85 , 1.43 , 2.62 , 4.92 , 3.05 , 1.31 ,2.56  , 3.14 , 2.79 , 2.95 , 2.35 , 1.06 , 2.45 , 3.42 ,21.63 ,25.63 ,16.16 ,146.6 ,0.65  , 32.4 , 41.5 , 23.9 ,1.93  ,0.93  ,3.08  ,22.40 ,20.42 ,  5.2 , 36.2 , 30.5 , 0.65 ,  0.7 ,  18.8,  2.13,  99.4, 0.67 , 0.40 ,  6.0 ,   9.9, 1.19 ,11.02 ,1.19  , 92.9 , 12.9 , 13.3 , 4.15 ,20.07 ,22.32 , 3.06 ,44.01 ,209.0 ,106.2 , 40.5 , 1.52 , 58.7 , 13.5 ,199.8 , 242  ,  9.6 ,10.45 , 4.09 , 12.5 ,0.001 ,0.001 ,0.024 ,0.004 ,0.131 ,0.001 ,0.549 ,0.011 ,0.019 ,0.003 ,16.47 , 1.80 ,0.117 ,0.020 ,0.021 , 5.95 ,29.94 ,36.05 , 5.11 ,0.066 ,0.329 ,0.155 ,0.053 ,0.0031,0.085 ,0.030 ,0.332 ,0.405 ,0.018 ,0.019 ,0.009 ,0.028 ,31.2  ,121.1 ,  50  ,1     ,4     ,
AC,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
AC,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
AC,M,3,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
AC,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
AC,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
AC,F,3,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
AC,T,1,2569  ,70.5  ,59.0  ,421   ,24.1  , 9.4  ,  1.8 ,  7.6 ,65.8  ,124.2 , 600  , 724  ,39.8  ,121.7 ,1.8   , 0.9  ,14.9  , 668  ,26.5  ,1.89  ,1352  ,285   , 7.7  , 8.79 ,4.26  , 29.7 ,10.43 ,1113  ,118.7 ,1232  , 89.6 , 10.4 ,48.1  ,10.8  , 81.1 , 18.9 ,503.6 ,  4.1 ,  0.0 ,  68.1, 55.1 ,213.8 ,188.1 , 11.9 ,  0.0 , 1.7  ,  0.0 ,10.0  , 61.5 , 47.5 , 14.1 , 46.1 , 1.1  ,29.0  , 30.1 ,11.0  ,11.5  ,13.3  , 7.1  , 0.0  , 0.0  , 1.8  , 3.02 , 4.05 , 5.09 , 1.15 ,10.39 , 2.49 , 1.24 , 2.57 , 4.27 , 2.60 , 1.11 ,2.26  , 2.86 , 2.49 , 2.55 , 2.01 , 0.94 , 2.31 , 3.04 ,24.41 ,25.86 ,18.32 ,124.9 ,0.64  , 32.8 , 40.8 , 24.2 ,1.90  ,0.96  ,2.93  ,22.74 ,23.15 ,  4.7 , 35.8 , 31.1 , 0.70 ,  0.8 , 25.2 , 2.89 ,130.7 , 0.73 , 0.48 ,  4.5 ,  8.1 , 0.98 ,12.47 ,1.24  ,125.5 ,  9.5 ,  8.7 , 4.74 ,22.85 ,22.66 , 2.91 ,34.29 ,224.3 , 95.5 , 53.1 , 1.13 , 69.7 , 10.2 ,198.3 , 214  ,  6.9 , 9.95 , 4.49 , 15.5 ,0.001 ,0.001 ,0.026 ,0.005 ,0.136 ,0.001 ,0.554 ,0.008 ,0.015 ,0.001 ,16.77 , 1.66 ,0.129 ,0.013 ,0.013 , 5.99 ,30.63 ,35.70 , 4.69 ,0.042 ,0.332 ,0.118 ,0.058 ,0.0017,0.084 ,0.018 ,0.327 ,0.353 ,0.014 ,0.017 ,0.007 ,0.025 ,.     ,.     ,.     ,.     ,.     ,
AC,T,2,2610  ,61.2  ,65.9  ,446   ,19.8  ,10.1  ,  2.2 ,  7.9 ,69.6  , 84.0 , 287  , 371  ,32.7  , 52.2 ,1.7   , 0.8  ,15.0  , 546  ,30.2  ,1.95  ,1225  ,316   , 9.7  , 9.73 ,4.75  , 34.6 ,11.10 , 928  ,166.9 ,1095  , 85.1 , 14.9 ,50.3  ,15.6  , 78.4 , 21.6 ,561.8 ,  0.0 ,  1.3 ,   7.0, 42.3 ,126.2 ,106.1 , 23.4 ,  0.0 , 0.0  ,  0.0 , 5.5  , 41.4 , 41.4 ,  0.0 ,120.0 , 0.0  ,23.1  , 23.1 , 2.2  ,12.7  ,18.9  , 5.9  , 0.0  , 0.0  , 2.7  , 3.49 , 4.67 , 5.83 , 1.28 ,11.37 , 2.96 , 1.41 , 2.94 , 4.93 , 3.15 , 1.32 ,2.59  , 3.21 , 2.76 , 2.86 , 2.30 , 1.04 , 2.63 , 3.44 ,21.13 ,22.46 ,15.88 ,136.6 ,0.66  , 32.9 , 40.5 , 24.1 ,1.81  ,0.92  ,2.61  ,19.68 ,19.96 ,  5.0 , 35.3 , 31.1 , 0.61 ,  0.6 , 21.9 , 3.56 ,115.7 , 0.61 , 0.46 ,  9.4 , 17.2 , 0.91 ,10.93 ,1.15  ,108.1 , 15.7 , 11.6 , 3.93 ,19.69 ,19.58 , 2.50 ,35.72 ,206.8 , 91.4 , 49.6 , 1.83 , 57.0 , 52.4 ,143.7 , 177  , 19.5 ,24.85 ,11.69 , 54.5 ,0.001 ,0.001 ,0.021 ,0.008 ,0.122 ,0.001 ,0.617 ,0.018 ,0.039 ,0.003 ,17.23 , 1.81 ,0.102 ,0.041 ,0.027 , 5.40 ,30.59 ,35.11 , 4.71 ,0.052 ,0.327 ,0.147 ,0.054 ,0.0042,0.103 ,0.139 ,0.274 ,0.346 ,0.043 ,0.056 ,0.036 ,0.146 ,.     ,.     ,.     ,.     ,.     ,
AC,T,3,2590  ,65.9  ,62.5  ,434   ,22.0  , 9.8  ,  2.0 ,  7.8 ,67.7  ,104.1 , 444  , 548  ,36.3  , 87.0 ,1.8   , 0.9  ,15.0  , 607  ,28.4  ,1.92  ,1289  ,301   , 8.7  , 9.26 ,4.50  , 32.1 ,10.77 ,1021  ,142.8 ,1164  , 87.3 , 12.7 ,49.2  ,13.2  , 79.8 , 20.3 ,532.7 ,  2.0 ,  0.7 ,  37.5, 48.7 ,170.0 ,147.1 , 17.6 ,  0.0 , 0.8  ,  0.0 , 7.8  , 51.5 , 44.5 ,  7.0 , 83.0 , 0.6  ,26.1  , 26.6 , 6.6  ,12.1  ,16.1  , 6.5  , 0.0  , 0.0  , 2.3  , 3.26 , 4.36 , 5.46 , 1.22 ,10.88 , 2.73 , 1.32 , 2.75 , 4.60 , 2.88 , 1.22 ,2.42  , 3.04 , 2.63 , 2.71 , 2.15 , 0.99 , 2.47 , 3.24 ,22.77 ,24.16 ,17.10 ,130.8 ,0.65  , 32.9 , 40.6 , 24.2 ,1.85  ,0.94  ,2.77  ,21.21 ,21.55 ,  4.9 , 35.5 , 31.1 , 0.66 ,  0.7 ,  23.6,  3.23, 123.2, 0.67 , 0.47 ,  7.0 ,  12.7, 0.95 ,11.70 ,1.20  ,116.8 , 12.6 , 10.2 , 4.33 ,21.27 ,21.12 , 2.71 ,35.01 ,215.6 , 93.5 , 51.4 , 1.48 , 63.4 , 31.3 ,171.0 , 196  , 13.2 ,17.40 , 8.09 , 35.0 ,0.001 ,0.001 ,0.024 ,0.007 ,0.129 ,0.001 ,0.586 ,0.013 ,0.027 ,0.002 ,17.00 , 1.74 ,0.116 ,0.027 ,0.020 , 5.70 ,30.61 ,35.41 , 4.70 ,0.047 ,0.330 ,0.133 ,0.056 ,0.0029,0.093 ,0.079 ,0.301 ,0.349 ,0.028 ,0.037 ,0.021 ,0.085 ,31.0  ,121.2 ,  50  ,1     ,4     ,
